"Country","Document","ElementText","HazardType"
"Belarus","BTR","<span title='Almost all over Belarus there have been significant reductions in the maximum water flow of the spring flood. This is due to climate processes, expressed by an increase in the number and duration of thaws in the winter period. The exception is the rivers of the Pripyat River basin in the Brest region.'>Almost all over Belarus there have been significan...</span>","Flood"
"Belarus","BTR","<span title='The average dates of the onset of maximum water discharges of spring floods have shifted to earlier dates (in 71.5% of cases, the peak of floods occurs in the third ten-day period of March) in the direction from the southwest to the northeast of Belarus.'>The average dates of the onset of maximum water di...</span>","Flood"
"Belarus","BTR","Extreme heat","Extreme temperature"
"Belarus","BTR","Fires","Wildfire"
"Belarus","BTR","<span title='Increased spread of food- and waterborne infectious diseases'>Increased spread of food- and waterborne infectiou...</span>","Pest and disease"
"Burkina Faso","BTR","<span title='Historical climate data from Burkina Faso indicate an increase in average temperatures and a decrease in average annual precipitation in all three climatic zones.'>Historical climate data from Burkina Faso indicate...</span>","Change in temperature;Change in precipitation"
"Burkina Faso","BTR","<span title='The frequency and intensity of heavy rainfall is expected to increase and lead to flooding and soil erosion'>The frequency and intensity of heavy rainfall is e...</span>","Storm;Flood;Change in precipitation;Land degradation"
"Burkina Faso","BTR","<span title='The average air temperature is expected to reach 1.5 degree C in the near future and 4.2 degree C in the distant future, and this could be detrimental to agricultural production when it occurs during the crop flowering period'>The average air temperature is expected to reach 1...</span>",""
"Burkina Faso","BTR","<span title='The frequency of disasters has been increasing since 2000. Indeed, between 1980 and 2000, the country was hit by one or two natural disasters each year (27 events in 20 years). Between 2000 and 2020, the number of disasters reached 65 events, with a peak of 7 events in 2010'>The frequency of disasters has been increasing sin...</span>",""
"Burkina Faso","BTR","<span title='Drought caused economic losses amounting to US$9.6 billion, and floods added US$1.2 billion.'>Drought caused economic losses amounting to US$9.6...</span>","Drought;Flood"
"Burkina Faso","BTR","<span title='Burkina Faso is exposed to storms, insect infestations, and epidemics, which caused losses of US$3.7 billion.'>Burkina Faso is exposed to storms, insect infestat...</span>","Storm;Pest and disease"
"Burkina Faso","BTR","<span title='As for the years 2022, 2023 and 2024, it is noted that four regions including the Central Plateau, the Centre-West, the Boucle du Mouhoun and the Hauts Bassins were affected by floods. the evolution of climatic disasters recorded by Burkina Faso and the economic losses generated from 1980 to 2020. 3.1.3 Climatic disasters recorded in Burkina Faso Between 2000 and 2020, natural disasters caused economic losses of US$14.5 billion (Figure 81). The frequency of disasters has been increasing since 2000. Indeed, between 1980 and 2000, the country was hit by one or two natural disasters each year (27 events in 20 years). Between 2000 and 2020, the number of disasters reached 65 events, with a peak of 7 events in 2010. Drought caused economic losses amounting to US$9.6 billion, and floods added US$1.2 billion. In addition to floods and droughts, Burkina Faso is exposed to storms, insect infestations, and epidemics, which caused losses of US$3.7 billion. In 2004, GDP growth fell to 4.6%, down from 8% in 2003, partly due to a locust invasion and drought (World Bank, 2023). There were 6,903 victims, 5,509 tons of food destroyed, 5,923 animals taken away and 149 houses destroyed.'>As for the years 2022, 2023 and 2024, it is noted ...</span>","Storm;Drought;Flood;Pest and disease"
"Burkina Faso","BTR","<span title='The ensemble of models projects a significant increase in annual precipitation in all regions of Burkina Faso'>The ensemble of models projects a significant incr...</span>","Change in precipitation"
"Burkina Faso","BTR","<span title='The ensemble mean of the models predicts a significant increase in air temperature in Burkina Faso'>The ensemble mean of the models predicts a signifi...</span>",""
"Burkina Faso","BTR","<span title='The ensemble model average predicts a robust upward trend in evapotranspiration in all regions of Burkina Faso for all scenarios and periods considered'>The ensemble model average predicts a robust upwar...</span>","Extreme temperature"
"Burkina Faso","BTR","<span title='Droughts (including late onset of rains, early end of rains, length of the season and pockets of drought)'>Droughts (including late onset of rains, early end...</span>","Drought"
"Burkina Faso","BTR","Floods including extreme rainfall","Flood;Change in precipitation"
"Burkina Faso","BTR","Heat stress","Extreme temperature"
"Burkina Faso","BTR","<span title='The number of days of drought pockets would remain stable without significant trends in the future'>The number of days of drought pockets would remain...</span>","Drought"
"Burkina Faso","BTR","<span title='The number of extreme rainy days is expected to increase by up to 3 days in SSP5-8.5 towards the end of the century. A significant increase in extreme rainfall is projected in all regions of the country'>The number of extreme rainy days is expected to in...</span>","Change in precipitation"
"Burkina Faso","BTR","<span title='The number of heat stress days is expected to increase in the country, especially under the SSP5-8.5 scenario with a projected increase of 84 days in the period 2051-2080 and 65 days for 2021-2050. In addition, the work of Sawadogo et al. (2024) reveals an increase of about 160 heat stress days per year for the period 2071-2100 in the high emission scenario'>The number of heat stress days is expected to incr...</span>","Extreme temperature"
