"","X.1","X","...1","RowID","Country","Document","Element","ElementLabel","ElementText","HazardType","SystemType","Sector","SectorType","ResultType","Action.level","ActionType","IndicatorType_theme","IndicatorType_information","IndicatorType_function","BarrierType","SectorType_GGA","ClimateImpact_Keywords","ImpactCategories","From_SystemAtRisk","Source_ElementLabel","InterventionType_GPT","ActionType_GPT"
"6062",5910,5910,5910,5910,"Costa Rica","BTR","Adaptation priorities","Priorities","Increase natural capital and ecosystem services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mortality & injury",NA,NA,NA,NA
"6063",5911,5911,5911,5911,"Costa Rica","BTR","Adaptation priorities","Priorities","Make sustainable use of maritime areas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6064",5912,5912,5912,5912,"Costa Rica","BTR","Adaptation priorities","Priorities","Implementation of Good Agricultural Practices by vegetable producers",NA,NA,"Agricultural, Fisheries, and Rural Development","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,"Coastal inundation & shoreline erosion",NA,NA,NA,NA
"6065",5913,5913,5913,5913,"Costa Rica","BTR","Adaptation priorities","Priorities","Production and marketing of seeds to meet national supply",NA,NA,"Agricultural, Fisheries, and Rural Development","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6066",5914,5914,5914,5914,"Costa Rica","BTR","Adaptation priorities","Priorities","Promotion of the precision agriculture strategy",NA,NA,"Agricultural, Fisheries, and Rural Development","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6067",5915,5915,5915,5915,"Costa Rica","BTR","Adaptation priorities","Priorities","Food security program for vulnerable families in rural areas affected by disasters.",NA,NA,"Agricultural, Fisheries, and Rural Development","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6068",5916,5916,5916,5916,"Costa Rica","BTR","Adaptation priorities","Priorities","Program for the integration of groups of women and young people from rural areas into


agricultural production sector, with income-generating activities",NA,NA,"Agricultural, Fisheries, and Rural Development","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6069",5917,5917,5917,5917,"Costa Rica","BTR","Adaptation priorities","Priorities","Development and implementation of a public sustainable agriculture certification scheme",NA,NA,"Agricultural, Fisheries, and Rural Development","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6070",5918,5918,5918,5918,"Costa Rica","BTR","Adaptation priorities","Priorities","New agro-innovation technologies and agriculture applicable to small and medium-sized producers;",NA,NA,"Agricultural, Fisheries, and Rural Development","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6071",5919,5919,5919,5919,"Costa Rica","BTR","Adaptation priorities","Priorities","Vegetable production systems in protected environments",NA,NA,"Agricultural, Fisheries, and Rural Development","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6072",5920,5920,5920,5920,"Costa Rica","BTR","Adaptation priorities","Priorities","Climate change adaptation and mitigation technologies in intensive farming systems and 


sustainable livestock farming.",NA,NA,"Agricultural, Fisheries, and Rural Development","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6073",5921,5921,5921,5921,"Costa Rica","BTR","Adaptation priorities","Priorities","Training of tourism workers, leaders and managers, to


Strengthen skills and improve competitiveness;",NA,NA,"Tourism","Livelihoods, poverty and sustainable development",NA,NA,NA,NA,NA,NA,NA,"Poverty eradication and livelihoods",NA,NA,NA,NA,NA,NA
"6074",5922,5922,5922,5922,"Costa Rica","BTR","Adaptation priorities","Priorities","Certify the sustainability of tourism offerings Costa Rican tourism marketing strategy in association with the National Tourism Sustainable Development Plan",NA,NA,"Tourism","Livelihoods, poverty and sustainable development",NA,NA,NA,NA,NA,NA,NA,"Poverty eradication and livelihoods",NA,NA,NA,NA,NA,NA
"6075",5923,5923,5923,5923,"Costa Rica","BTR","Adaptation priorities","Priorities","Support to municipal governments in relation to coastal regulatory plans and plans


general tourism development.",NA,NA,"Tourism","Livelihoods, poverty and sustainable development",NA,NA,NA,NA,NA,NA,NA,"Poverty eradication and livelihoods",NA,NA,NA,NA,NA,NA
"6076",5924,5924,5924,5924,"Costa Rica","BTR","Adaptation priorities","Priorities","Construction of sustainable and low-emission buildings",NA,NA,"Environment, energy, and marine sectors","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,NA,NA,NA,NA,NA
"6077",5925,5925,5925,5925,"Costa Rica","BTR","Adaptation priorities","Priorities","Humans and Housing; geospatial inventory of cantons, identifying informal and irregular human settlements located in disaster-risk areas.",NA,NA,"Housing","Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements",NA,NA,NA,NA,NA,NA
"6078",5926,5926,5926,5926,"Côte d'Ivoire","BTR","Hazard","Flooding and landslides","IPCC reports (2007; 2014; 2021) indicate an increase and intensification of extreme climatic events (flooding, drought) in the coming years. Thus, floods are likely to cause damage and threaten lives at least once in the ten coming years.","Drought;Flood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6079",5927,5927,5927,5927,"Côte d'Ivoire","BTR","Climate impact","Flooding and landslides","IPCC reports (2007; 2014; 2021) indicate an increase and intensification of extreme climatic events (flooding, drought) in the coming years. Thus, floods are likely to cause damage and threaten lives at least once in the ten coming years.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mortality & injury",NA,NA,NA,NA
"6080",5928,5928,5928,5928,"Côte d'Ivoire","BTR","Hazard","Flooding and landslides","If we only consider sea level rise, the total areas potentially floodable by 2100 is approximately 800 km2 in Ivory Coast.","Sea level rise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6081",5929,5929,5929,5929,"Côte d'Ivoire","BTR","Climate impact","Flooding and landslides","If we only consider sea level rise, the total areas potentially floodable by 2100 is approximately 800 km2 in Ivory Coast.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6082",5930,5930,5930,5930,"Côte d'Ivoire","BTR","Hazard","Coastal erosion","Overall, the areas that will likely be most affected by erosion by 2100 are those located on the edge of the Atlantic Ocean. Among the other risk areas include the city of Abidjan in Ivory Coast","Land degradation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Human health burden; Mortality & injury",NA,NA,NA,NA
"6083",5931,5931,5931,5931,"Côte d'Ivoire","BTR","System at risk","Coastal erosion","Overall, the areas that will likely be most affected by erosion by 2100 are those located on the edge of the Atlantic Ocean. Among the other risk areas include the city of Abidjan in Ivory Coast",NA,"Coastal",NA,"Ocean and coastal ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,"Coastal inundation & shoreline erosion",NA,NA,NA,NA
"6084",5932,5932,5932,5932,"Côte d'Ivoire","BTR","Hazard","Extreme heat","The risk of extreme heat is high throughout Côte d'Ivoire. However, it is more important in the north of the country","Extreme temperature",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6085",5933,5933,5933,5933,"Côte d'Ivoire","BTR","Hazard","Extreme heat","According to the World Bank, it is expected that prolonged exposure to extreme heat leading to heat stress which could occur at least once in the next five years.","Extreme temperature",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop production loss",NA,NA,NA,NA
"6086",5934,5934,5934,5934,"Côte d'Ivoire","BTR","Hazard","Extreme heat","It is almost certain that over the next 50 years, extreme heat episodes are more frequent over most land areas.","Extreme temperature",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6087",5935,5935,5935,5935,"Côte d'Ivoire","BTR","Hazard","Drought and water shortage","From the 1980s until 2000, Ivory Coast experienced a long period of rainfall deficit of approximately 3% compared to the 1971-2000 normal, with periods of severe drought, notably in 1983 and 1998, for decreases


respective increases of 15% and 11% compared to the same normal.","Drought;Change in precipitation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6088",5936,5936,5936,5936,"Côte d'Ivoire","BTR","Hazard","Drought and water shortage","Since the 1970s, a strong recurrence of drought has been observed with a strong


station rate in a situation of rainfall deficit, particularly in 1987 where 50% of the


country was affected.","Drought;Change in precipitation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6089",5937,5937,5937,5937,"Côte d'Ivoire","BTR","Hazard","Drought and water shortage","It appears that drought, whatever its intensity, affects almost the entire country. This leads to serious problems (lack of water, diseases,


migrations, etc.) at certain times of the year in various regions of the country","Drought;Pest and disease",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6090",5938,5938,5938,5938,"Côte d'Ivoire","BTR","Hazard","Drought and water shortage","The risk of water shortage is high in Ivory Coast. These areas, mainly located in the north of Ivory Coast, are at high risk of water shortages.This may be related to climatic factors such as low rainfall and season prolonged drought, combined with limited water resource management.","Drought;Change in precipitation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6091",5939,5939,5939,5939,"Côte d'Ivoire","BTR","Hazard","Bush fires","Their damage is considerable on biodiversity, with repercussions on food, social and economic security.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6092",5940,5940,5940,5940,"Côte d'Ivoire","BTR","Hazard","Variability of agricultural calendars","Crop calendars are subject to variations due mainly to the variability of rainfall amounts.","Change in precipitation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6093",5941,5941,5941,5941,"Côte d'Ivoire","BTR","Hazard","Risks","Temperature extreme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6094",5942,5942,5942,5942,"Côte d'Ivoire","BTR","Hazard","Risks","Sliding of land",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6095",5943,5943,5943,5943,"Côte d'Ivoire","BTR","Hazard","Risks","Boulement of ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6096",5944,5944,5944,5944,"Côte d'Ivoire","BTR","Hazard","Risks","Heat waves","Extreme temperature",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6097",5945,5945,5945,5945,"Côte d'Ivoire","BTR","Hazard","Risks","Strong winds","Storm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Water availability shortfall",NA,NA,NA,NA
"6098",5946,5946,5946,5946,"Côte d'Ivoire","BTR","Hazard","Risks","Violent fires","Wildfire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6099",5947,5947,5947,5947,"Côte d'Ivoire","BTR","Climate impact","Risks","In 2018, 2020 and 2022 strong rains having trained of the floods


with losses in human lives human and damage of materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"losses in human lives; damage of materials","Human health burden; Mortality & injury",NA,NA,NA,NA
"6100",5948,5948,5948,5948,"Côte d'Ivoire","BTR","Climate impact","Risks","Elevation of the level of the sea with submersion marine on the coast Ivorian in August 2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Potential gains",NA,NA,NA,NA
"6101",5949,5949,5949,5949,"Côte d'Ivoire","BTR","System at risk","Risks","Elevation of the level of the sea with submersion marine on the coast Ivorian in August 2024",NA,"Coastal",NA,"Ocean and coastal ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,NA,NA,NA,NA,NA
"6102",5950,5950,5950,5950,"Côte d'Ivoire","BTR","Climate impact","Risks","Drought in 1998, 2016 and 2018 led to bush fires, a drop in agricultural production,


drying up of the levels in the a dams",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bush fires; a drop in agricultural production; drying up of the levels in the a dams","Water availability shortfall; Crop production loss",NA,NA,NA,NA
"6103",5951,5951,5951,5951,"Côte d'Ivoire","BTR","Hazard","Risks","Precipitation decrease","Change in precipitation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6104",5952,5952,5952,5952,"Côte d'Ivoire","BTR","Hazard","Risks","Falling plants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6105",5953,5953,5953,5953,"Côte d'Ivoire","BTR","Hazard","Risks","Late start and early end off season",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6106",5954,5954,5954,5954,"Côte d'Ivoire","BTR","Hazard","Risks","Increase in sunshine duration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop production loss",NA,NA,NA,NA
"6107",5955,5955,5955,5955,"Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","Climate change, through its effects on temperatures and rainfall, contribute to increasing the relative vulnerability of water resources in Côte d'Ivoire.",NA,"Freshwater","Water resources","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,"Food security & nutrition decline; Mortality & injury",NA,NA,NA,NA
"6108",5956,5956,5956,5956,"Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","The decrease in rainfall and the increase in temperatures lead to a decrease in groundwater volume as well as river flows",NA,"Freshwater","Water resources","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,NA,NA,NA,NA,NA
"6109",5957,5957,5957,5957,"Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","Low water periods and flooding could become random if the trends in these parameters climate change does not stabilize, which would make certain sectors of activity",NA,NA,"Water resources",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6110",5958,5958,5958,5958,"Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","The availability of water by inhabitant in Ivory Coast is expected to decrease by 55% by 2080 compared to the year 2000",NA,"Coastal","Water resources","Ocean and coastal ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,NA,NA,NA,NA,NA
"6111",5959,5959,5959,5959,"Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","During the first six months of 2019, the average rainfall in the country has decreased by 28%, the lowest value compared to average rainfall for the period 2014–2018. Communities in the northern part of Ivory Coast have suffered from water shortages in particular recurring problems that have limited their ability to improve agricultural activities",NA,"Crop;Freshwater;Coastal","Water resources","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,NA,NA,NA,NA,NA
